event_name,date,fighter_1_name,fighter_2_name,fighter_1_url,fighter_2_url,fighter_1_str,fighter_2_str,fighter_1_td,fighter_2_td,fighter_1_sub,fighter_2_sub,fighter_1_pass,fighter_2_pass,weight_class,win_method,win_round,win_time,winner,fight_url
UFC_Fight_Night-Stephens_vs_Choi,"January 14, 2018",Jessica-Rose Clark,Paige VanZant,http://www.ufcstats.com/fighter-details/6c8072b61c276e67,http://www.ufcstats.com/fighter-details/4d5197f331c47290,55.0,54.0,2.0,0.0,1.0,0.0,4.0,0.0,Women's Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/0820a29a03d58282
UFC_Fight_Night-Stephens_vs_Choi,"January 14, 2018",Kamaru Usman,Emil Meek,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,http://www.ufcstats.com/fighter-details/103b06d8707895a9,50.0,30.0,8.0,0.0,0.0,2.0,7.0,0.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/f767243bb48ab9d7
UFC_Fight_Night-Stephens_vs_Choi,"January 14, 2018",Darren Elkins,Michael Johnson,http://www.ufcstats.com/fighter-details/92a9aa9c93192871,http://www.ufcstats.com/fighter-details/511e82663651438d,18.0,45.0,1.0,0.0,1.0,0.0,2.0,0.0,Featherweight,"SUB, Rear, Naked, Choke",2,2:22,fighter_1,http://www.ufcstats.com/fight-details/d85c76a61a820be9
UFC_Fight_Night-Stephens_vs_Choi,"January 14, 2018",James Krause,Alex White,http://www.ufcstats.com/fighter-details/8f6a18831a120817,http://www.ufcstats.com/fighter-details/c17041f1bb5768d8,35.0,56.0,3.0,1.0,2.0,0.0,4.0,0.0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/3b1453df439a5024
UFC_Fight_Night-Stephens_vs_Choi,"January 14, 2018",Polo Reyes,Matt Frevola,http://www.ufcstats.com/fighter-details/edd02825c29028fe,http://www.ufcstats.com/fighter-details/dccb63727f2f5f74,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Lightweight,"KO/TKO, Punch",1,1:00,fighter_1,http://www.ufcstats.com/fight-details/4843f369dc8b5de5
UFC_Fight_Night-Stephens_vs_Choi,"January 14, 2018",Irene Aldana,Talita Bernardo,http://www.ufcstats.com/fighter-details/578ef12674df1e6a,http://www.ufcstats.com/fighter-details/5b2325cd70dbe2ea,70.0,46.0,1.0,1.0,0.0,0.0,6.0,1.0,Women's Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/738e0ccad2c9224b
UFC_Fight_Night-Stephens_vs_Choi,"January 14, 2018",Kyung Ho Kang,Guido Cannetti,http://www.ufcstats.com/fighter-details/a7897d200692ab64,http://www.ufcstats.com/fighter-details/d05412b513b19621,3.0,19.0,1.0,1.0,1.0,0.0,1.0,0.0,Bantamweight,"SUB, Triangle, Choke",1,4:53,fighter_1,http://www.ufcstats.com/fight-details/1bf1a6fc9c9acc26
UFC_Fight_Night-Stephens_vs_Choi,"January 14, 2018",Jessica Eye,Kalindra Faria,http://www.ufcstats.com/fighter-details/f72465a784c1b084,http://www.ufcstats.com/fighter-details/27b164b0d1833df0,25.0,38.0,3.0,1.0,6.0,1.0,3.0,1.0,Women's Flyweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/f8bb0aed83bd8638
UFC_Fight_Night-Stephens_vs_Choi,"January 14, 2018",JJ Aldrich,Danielle Taylor,http://www.ufcstats.com/fighter-details/6fd953151d981979,http://www.ufcstats.com/fighter-details/b76c6268dc1d3c05,54.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/9f10afab94cafc45
UFC_Fight_Night-Stephens_vs_Choi,"January 14, 2018",Mads Burnell,Mike Santiago,http://www.ufcstats.com/fighter-details/69f01b25dfabaf6b,http://www.ufcstats.com/fighter-details/bc656db347f31e19,20.0,51.0,3.0,3.0,1.0,2.0,11.0,3.0,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c4ecf4b894ccbced
UFC_219-Cyborg_vs_Holm,"December 30, 2017",Cris Cyborg,Holly Holm,http://www.ufcstats.com/fighter-details/634bb0de2eb043b4,http://www.ufcstats.com/fighter-details/634e2fb70bde3fd5,118.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Women's Featherweight,U-DEC,5,5:00,fighter_1,http://www.ufcstats.com/fight-details/279b4190d9ef1379
UFC_219-Cyborg_vs_Holm,"December 30, 2017",Khabib Nurmagomedov,Edson Barboza,http://www.ufcstats.com/fighter-details/032cc3922d871c7f,http://www.ufcstats.com/fighter-details/64a50dad704d1d49,89.0,25.0,4.0,0.0,0.0,0.0,4.0,0.0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/a88a4c126d585320
UFC_219-Cyborg_vs_Holm,"December 30, 2017",Dan Hooker,Marc Diakiese,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3,http://www.ufcstats.com/fighter-details/32c355b04fc57f3a,17.0,24.0,2.0,0.0,1.0,0.0,1.0,0.0,Lightweight,"SUB, Guillotine, Choke",3,0:42,fighter_1,http://www.ufcstats.com/fight-details/3d76ed7e224e9c99
UFC_219-Cyborg_vs_Holm,"December 30, 2017",Carla Esparza,Cynthia Calvillo,http://www.ufcstats.com/fighter-details/d910665038efc639,http://www.ufcstats.com/fighter-details/98215d037be5bcb7,48.0,38.0,2.0,1.0,1.0,0.0,0.0,2.0,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/f77e3c681fe1b04e
UFC_219-Cyborg_vs_Holm,"December 30, 2017",Neil Magny,Carlos Condit,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5,http://www.ufcstats.com/fighter-details/f9f07bb5a43535ed,32.0,37.0,6.0,0.0,0.0,0.0,1.0,0.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c381ad2c0bf34dd9
UFC_219-Cyborg_vs_Holm,"December 30, 2017",Khalil Rountree Jr.,Michal Oleksiejczuk,http://www.ufcstats.com/fighter-details/749f572d1d3161fb,http://www.ufcstats.com/fighter-details/0d65c432720accb9,52.0,76.0,0.0,2.0,1.0,0.0,0.0,1.0,Light Heavyweight,U-DEC,3,5:00,,http://www.ufcstats.com/fight-details/e3a2bf2d9ee83318
UFC_219-Cyborg_vs_Holm,"December 30, 2017",Myles Jury,Rick Glenn,http://www.ufcstats.com/fighter-details/08e908ed6d18d6a0,http://www.ufcstats.com/fighter-details/814ff3018127e8fc,41.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/147d2ab0230af48d
UFC_219-Cyborg_vs_Holm,"December 30, 2017",Marvin Vettori,Omari Akhmedov,http://www.ufcstats.com/fighter-details/7acbb0972e75281a,http://www.ufcstats.com/fighter-details/16690d100f995f8f,66.0,51.0,0.0,0.0,2.0,0.0,1.0,0.0,Middleweight,M-DEC,3,5:00,draw,http://www.ufcstats.com/fight-details/0be6540982a5b0cd
UFC_219-Cyborg_vs_Holm,"December 30, 2017",Matheus Nicolau,Louis Smolka,http://www.ufcstats.com/fighter-details/1a31ef98efce7a79,http://www.ufcstats.com/fighter-details/d2bc285ead803db0,87.0,49.0,3.0,0.0,2.0,0.0,6.0,0.0,Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/7e9ed49a1831056f
UFC_219-Cyborg_vs_Holm,"December 30, 2017",Tim Elliott,Mark De La Rosa,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62,http://www.ufcstats.com/fighter-details/f57dd0bfa8c17813,12.0,2.0,1.0,0.0,2.0,0.0,6.0,0.0,Bantamweight,"SUB, Anaconda, Choke",2,1:41,fighter_1,http://www.ufcstats.com/fight-details/8f40ac90544d0003
UFC_Fight_Night-Lawler_vs_Dos_Anjos,"December 16, 2017",Rafael Dos Anjos,Robbie Lawler,http://www.ufcstats.com/fighter-details/6a2f7c151031653d,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,172.0,86.0,2.0,0.0,0.0,0.0,1.0,0.0,Welterweight,U-DEC,5,5:00,fighter_1,http://www.ufcstats.com/fight-details/d9375ede2ec2f924
UFC_Fight_Night-Lawler_vs_Dos_Anjos,"December 16, 2017",Josh Emmett,Ricardo Lamas,http://www.ufcstats.com/fighter-details/fba03cd6cc28dc41,http://www.ufcstats.com/fighter-details/3974fa35c917af1d,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Featherweight,"KO/TKO, Punch",1,4:33,fighter_1,http://www.ufcstats.com/fight-details/6f350d91fb07a819
UFC_Fight_Night-Lawler_vs_Dos_Anjos,"December 16, 2017",Santiago Ponzinibbio,Mike Perry,http://www.ufcstats.com/fighter-details/6d1bffff14897645,http://www.ufcstats.com/fighter-details/f2b6fdb20675b11c,78.0,51.0,3.0,1.0,0.0,0.0,2.0,0.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/11b8d7e801713abc
UFC_Fight_Night-Lawler_vs_Dos_Anjos,"December 16, 2017",Glover Teixeira,Misha Cirkunov,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda,http://www.ufcstats.com/fighter-details/67f272324a030d00,13.0,21.0,1.0,0.0,1.0,0.0,2.0,0.0,Light Heavyweight,"KO/TKO, Punches",1,2:45,fighter_1,http://www.ufcstats.com/fight-details/e83046dd074ec0fa
UFC_Fight_Night-Lawler_vs_Dos_Anjos,"December 16, 2017",Jan Blachowicz,Jared Cannonier,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8,http://www.ufcstats.com/fighter-details/13a0275fa13c4d26,50.0,26.0,4.0,0.0,0.0,0.0,2.0,0.0,Light Heavyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/01619207a811ef01
UFC_Fight_Night-Lawler_vs_Dos_Anjos,"December 16, 2017",Julian Marquez,Darren Stewart,http://www.ufcstats.com/fighter-details/d0e1b42d41dab603,http://www.ufcstats.com/fighter-details/a17ad5a5048e8c3f,32.0,33.0,0.0,4.0,3.0,0.0,1.0,2.0,Middleweight,"SUB, Guillotine, Choke",2,2:42,fighter_1,http://www.ufcstats.com/fight-details/535b8e5494cbc580
UFC_Fight_Night-Lawler_vs_Dos_Anjos,"December 16, 2017",Chad Laprise,Galore Bofando,http://www.ufcstats.com/fighter-details/c03a5022f8439f2a,http://www.ufcstats.com/fighter-details/8a56ea383fd26e52,20.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,Welterweight,"KO/TKO, Punches",1,4:10,fighter_1,http://www.ufcstats.com/fight-details/5b8d693bd1780102
UFC_Fight_Night-Lawler_vs_Dos_Anjos,"December 16, 2017",Nordine Taleb,Danny Roberts,http://www.ufcstats.com/fighter-details/49858bf46dabf6fb,http://www.ufcstats.com/fighter-details/a6cba6bb66c1a8c9,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Welterweight,"KO/TKO, Kick",1,0:59,fighter_1,http://www.ufcstats.com/fight-details/71dc4379c738450f
UFC_Fight_Night-Lawler_vs_Dos_Anjos,"December 16, 2017",John Makdessi,Abel Trujillo,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,47.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/9a1a57b0abcd4599
UFC_Fight_Night-Lawler_vs_Dos_Anjos,"December 16, 2017",Alessio Di Chirico,Oluwale Bamgbose,http://www.ufcstats.com/fighter-details/77d7295d1b22c694,http://www.ufcstats.com/fighter-details/04b39f4e8eb59d7c,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,Middleweight,"KO/TKO, Knee",2,2:14,fighter_1,http://www.ufcstats.com/fight-details/1e3c67921162561d
UFC_Fight_Night-Lawler_vs_Dos_Anjos,"December 16, 2017",Jordan Mein,Erick Silva,http://www.ufcstats.com/fighter-details/2aa49b3766a59bcd,http://www.ufcstats.com/fighter-details/5866fc86183a9fb8,51.0,13.0,3.0,0.0,1.0,0.0,4.0,0.0,Welterweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/a6fbd8964400dd89
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Brian Ortega,Cub Swanson,http://www.ufcstats.com/fighter-details/def8166ff24bd237,http://www.ufcstats.com/fighter-details/d247691a6c0e9034,24.0,60.0,0.0,0.0,2.0,0.0,0.0,0.0,Featherweight,"SUB, Guillotine, Choke",2,3:22,fighter_1,http://www.ufcstats.com/fight-details/1d166488129030d0
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Gabriel Benitez,Jason Knight,http://www.ufcstats.com/fighter-details/436f970c9ea9169c,http://www.ufcstats.com/fighter-details/bb1a2cdad6ff34db,85.0,36.0,0.0,1.0,0.0,0.0,1.0,0.0,Featherweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/0a444f30cae13d8f
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Marlon Moraes,Aljamain Sterling,http://www.ufcstats.com/fighter-details/fea79f9bc8c68769,http://www.ufcstats.com/fighter-details/cb696ebfb6598724,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Bantamweight,"KO/TKO, Knee",1,1:07,fighter_1,http://www.ufcstats.com/fight-details/1aaa1a9ceecd6063
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Scott Holtzman,Darrell Horcher,http://www.ufcstats.com/fighter-details/df1eb4354d18a906,http://www.ufcstats.com/fighter-details/18e8b7070228e728,49.0,36.0,7.0,1.0,0.0,0.0,5.0,0.0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/6fe21a4cb2d839fd
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Eryk Anders,Markus Perez,http://www.ufcstats.com/fighter-details/cad24459b28592ca,http://www.ufcstats.com/fighter-details/2ac4628c08ec5125,79.0,30.0,2.0,2.0,0.0,1.0,3.0,1.0,Middleweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c9e19742c4146bff
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Benito Lopez,Albert Morales,http://www.ufcstats.com/fighter-details/773f7feacf96153e,http://www.ufcstats.com/fighter-details/544d7460b3e44393,78.0,78.0,0.0,0.0,1.0,0.0,1.0,0.0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/bc84680df666c96d
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Alexis Davis,Liz Carmouche,http://www.ufcstats.com/fighter-details/4c2d90e335e6df19,http://www.ufcstats.com/fighter-details/51a0c09cbe9b8472,23.0,49.0,1.0,4.0,2.0,0.0,2.0,2.0,Women's Flyweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/10a1947cb3feabc1
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Andre Soukhamthath,Luke Sanders,http://www.ufcstats.com/fighter-details/d0e50a3d1b250708,http://www.ufcstats.com/fighter-details/96428b9e9bd048ea,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Bantamweight,"KO/TKO, Punches",2,1:06,fighter_1,http://www.ufcstats.com/fight-details/fbce8f52689bce87
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Alex Perez,Carls John De Tomas,http://www.ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,http://www.ufcstats.com/fighter-details/2a4200ead401a9ce,24.0,8.0,2.0,0.0,3.0,0.0,1.0,0.0,Bantamweight,"SUB, Anaconda, Choke",2,1:54,fighter_1,http://www.ufcstats.com/fight-details/061081f46950fdb0
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Frankie Saenz,Merab Dvalishvili,http://www.ufcstats.com/fighter-details/9ba2226646046b63,http://www.ufcstats.com/fighter-details/c03520b5c88ed6b4,58.0,47.0,0.0,11.0,0.0,0.0,0.0,0.0,Bantamweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/ab853176cfe20b01
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Alejandro Perez,Iuri Alcantara,http://www.ufcstats.com/fighter-details/80daefbed11ce998,http://www.ufcstats.com/fighter-details/2f95a3c6d58b2aad,35.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/1ed266bed8005bbe
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Davi Ramos,Chris Gruetzemacher,http://www.ufcstats.com/fighter-details/0052de90691d4a93,http://www.ufcstats.com/fighter-details/feaf00f3373435d6,55.0,46.0,5.0,0.0,1.0,0.0,5.0,0.0,Lightweight,"SUB, Rear, Naked, Choke",3,0:50,fighter_1,http://www.ufcstats.com/fight-details/f9536ea60551b840
UFC_Fight_Night-Swanson_vs_Ortega,"December 09, 2017",Trevin Giles,Antonio Braga Neto,http://www.ufcstats.com/fighter-details/b27a1fcb56a3035a,http://www.ufcstats.com/fighter-details/fae67903c4fe636b,70.0,18.0,0.0,2.0,0.0,0.0,0.0,2.0,Middleweight,"KO/TKO, Punches",3,2:27,fighter_1,http://www.ufcstats.com/fight-details/7a57289563f9d974
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Max Holloway,Jose Aldo,http://www.ufcstats.com/fighter-details/150ff4cc642270b9,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6,174.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,Featherweight,"KO/TKO, Punches",3,4:51,fighter_1,http://www.ufcstats.com/fight-details/21f7fc538ea646e8
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Francis Ngannou,Alistair Overeem,http://www.ufcstats.com/fighter-details/8d03ce87ca14e778,http://www.ufcstats.com/fighter-details/b4ad3a06ee4d660c,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Heavyweight,"KO/TKO, Punch",1,1:42,fighter_1,http://www.ufcstats.com/fight-details/4712708adb1507aa
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Henry Cejudo,Sergio Pettis,http://www.ufcstats.com/fighter-details/056c493bbd76a918,http://www.ufcstats.com/fighter-details/de75d1c45a39e221,36.0,25.0,3.0,0.0,0.0,0.0,3.0,0.0,Flyweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/cc2809e10315a6b5
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Eddie Alvarez,Justin Gaethje,http://www.ufcstats.com/fighter-details/33a331684283900f,http://www.ufcstats.com/fighter-details/9e8f6c728eb01124,155.0,122.0,1.0,0.0,0.0,0.0,0.0,0.0,Lightweight,"KO/TKO, Knee",3,3:59,fighter_1,http://www.ufcstats.com/fight-details/23e5acd1549b538a
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Tecia Torres,Michelle Waterson,http://www.ufcstats.com/fighter-details/31ef8b67e13495b3,http://www.ufcstats.com/fighter-details/eb04b9d31e938edb,95.0,56.0,1.0,2.0,0.0,0.0,1.0,4.0,Women's Strawweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/ea674e0285fb77f5
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Paul Felder,Charles Oliveira,http://www.ufcstats.com/fighter-details/e5010b1b94ca5755,http://www.ufcstats.com/fighter-details/07225ba28ae309b6,31.0,6.0,0.0,2.0,0.0,2.0,2.0,2.0,Lightweight,"KO/TKO, Elbows",2,4:06,fighter_1,http://www.ufcstats.com/fight-details/c83487136636e9bf
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Yancy Medeiros,Alex Oliveira,http://www.ufcstats.com/fighter-details/813550bc53b15fb0,http://www.ufcstats.com/fighter-details/57b10fca4f9c9a7a,75.0,93.0,1.0,2.0,0.0,0.0,2.0,1.0,Welterweight,"KO/TKO, Punches",3,2:02,fighter_1,http://www.ufcstats.com/fight-details/54c5284c1b792912
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",David Teymur,Drakkar Klose,http://www.ufcstats.com/fighter-details/2747c60e42d9d75f,http://www.ufcstats.com/fighter-details/7cbf7c78d3b34218,52.0,39.0,1.0,2.0,0.0,0.0,0.0,1.0,Lightweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/676320a61f800f10
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Felice Herrig,Cortney Casey,http://www.ufcstats.com/fighter-details/b6850671a008bf9a,http://www.ufcstats.com/fighter-details/5f179af5fffeb9f6,76.0,91.0,1.0,0.0,0.0,0.0,1.0,0.0,Women's Strawweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/1a502852b706f674
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Amanda Cooper,Angela Magana,http://www.ufcstats.com/fighter-details/d4a31850a7457f1b,http://www.ufcstats.com/fighter-details/bd878a638e0e3be3,40.0,12.0,1.0,0.0,1.0,0.0,9.0,0.0,Women's Strawweight,"KO/TKO, Punches",2,4:34,fighter_1,http://www.ufcstats.com/fight-details/6c25f8fd66f16d7e
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Abdul Razak Alhassan,Sabah Homasi,http://www.ufcstats.com/fighter-details/eae431e70064e046,http://www.ufcstats.com/fighter-details/71f048adbfed5b49,27.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,Welterweight,"KO/TKO, Punches",1,4:21,fighter_1,http://www.ufcstats.com/fight-details/6aea6d3e6944999c
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Dominick Reyes,Jeremy Kimball,http://www.ufcstats.com/fighter-details/2e19380f34871c6a,http://www.ufcstats.com/fighter-details/917a5cb9821df261,16.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,Light Heavyweight,"SUB, Rear, Naked, Choke",1,3:39,fighter_1,http://www.ufcstats.com/fight-details/a3b7cbdb6d2607f4
UFC_218-Holloway_vs_Aldo_2,"December 02, 2017",Justin Willis,Allen Crowder,http://www.ufcstats.com/fighter-details/ce1e867808ef5fce,http://www.ufcstats.com/fighter-details/a9d6e047ce48ab63,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Heavyweight,"KO/TKO, Punch",1,2:33,fighter_1,http://www.ufcstats.com/fight-details/40d9b5b47acf260b
The_Ultimate_Fighter-A_New_World_Champion_Finale,"December 01, 2017",Nicco Montano,Roxanne Modafferi,http://www.ufcstats.com/fighter-details/1de9ad94de18eeaf,http://www.ufcstats.com/fighter-details/4498b382c65a7faa,186.0,132.0,3.0,2.0,1.0,1.0,5.0,1.0,Women's Flyweight,U-DEC,5,5:00,fighter_1,http://www.ufcstats.com/fight-details/2f1f16c86a8cc6e2
The_Ultimate_Fighter-A_New_World_Champion_Finale,"December 01, 2017",Sean O'Malley,Terrion Ware,http://www.ufcstats.com/fighter-details/b50a426a33da0012,http://www.ufcstats.com/fighter-details/ba5e253af86db1a8,141.0,88.0,3.0,0.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/c11b2cbe2460db0c
The_Ultimate_Fighter-A_New_World_Champion_Finale,"December 01, 2017",Lauren Murphy,Barb Honchak,http://www.ufcstats.com/fighter-details/729d4bd5a6cd0a97,http://www.ufcstats.com/fighter-details/472f6f6e6d962f40,59.0,71.0,2.0,0.0,0.0,2.0,1.0,0.0,Women's Flyweight,S-DEC,3,5:00,fighter_1,http://www.ufcstats.com/fight-details/dd0c8e9880c6fa24
The_Ultimate_Fighter-A_New_World_Champion_Finale,"December 01, 2017",Gerald Meerschaert,Eric Spicely,http://www.ufcstats.com/fighter-details/6ac9bc2953c47345,http://www.ufcstats.com/fighter-details/b9664eae2ac75262,36.0,17.0,0.0,1.0,0.0,1.0,0.0,1.0,Middleweight,"KO/TKO, Kick",2,2:18,fighter_1,http://www.ufcstats.com/fight-details/52db9c816eb99800
The_Ultimate_Fighter-A_New_World_Champion_Finale,"December 01, 2017",DeAnna Bennett,Melinda Fabian,http://www.ufcstats.com/fighter-details/404ecb2700844072,http://www.ufcstats.com/fighter-details/8c020156779f7888,47.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,Women's Flyweight,M-DEC,3,5:00,draw,http://www.ufcstats.com/fight-details/c4785ee94698e532
The_Ultimate_Fighter-A_New_World_Champion_Finale,"December 01, 2017",Brett Johns,Joe Soto,http://www.ufcstats.com/fighter-details/ec52462a1b41f714,http://www.ufcstats.com/fighter-details/a4e85a58fbce64b2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bantamweight,"SUB, Other, -, Lock",1,0:30,fighter_1,http://www.ufcstats.com/fight-details/37835a0f9bbb4d4e
The_Ultimate_Fighter-A_New_World_Champion_Finale,"December 01, 2017",Montana De La Rosa,Christina Marks,http://www.ufcstats.com/fighter-details/80d8aed0ca9b00f3,http://www.ufcstats.com/fighter-details/c7be22a47a58365a,6.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,Women's Flyweight,"SUB, Armbar",1,2:00,fighter_1,http://www.ufcstats.com/fight-details/f9830f1c23ac92d0
The_Ultimate_Fighter-A_New_World_Champion_Finale,"December 01, 2017",Ryan Janes,Andrew Sanchez,http://www.ufcstats.com/fighter-details/b59037262c8fe060,http://www.ufcstats.com/fighter-details/fccf811c1e8b01c7,159.0,96.0,0.0,3.0,0.0,0.0,0.0,0.0,Middleweight,"KO/TKO, Punch",3,0:58,fighter_1,http://www.ufcstats.com/fight-details/b40bed83fc062380
The_Ultimate_Fighter-A_New_World_Champion_Finale,"December 01, 2017",Rachael Ostovich,Karine Gevorgyan,http://www.ufcstats.com/fighter-details/01784fbc27c68b14,http://www.ufcstats.com/fighter-details/2db0c114414d4f06,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,Women's Flyweight,"SUB, Armbar",1,1:40,fighter_1,http://www.ufcstats.com/fight-details/8b79a80f775d9f03
The_Ultimate_Fighter-A_New_World_Champion_Finale,"December 01, 2017",Shana Dobson,Ariel Beck,http://www.ufcstats.com/fighter-details/122ac9b816d8b71c,http://www.ufcstats.com/fighter-details/b96939f2b8d88e82,34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Women's Flyweight,"KO/TKO, Punch",2,2:53,fighter_1,http://www.ufcstats.com/fight-details/f0e0effb1b2de6ae
The_Ultimate_Fighter-A_New_World_Champion_Finale,"December 01, 2017",Gillian Robertson,Emily Whitmire,http://www.ufcstats.com/fighter-details/38c7f72747f4f712,http://www.ufcstats.com/fighter-details/b3d21b2610dcfaeb,2.0,9.0,1.0,0.0,1.0,0.0,2.0,0.0,Women's Flyweight,"SUB, Armbar",1,2:12,fighter_1,http://www.ufcstats.com/fight-details/1eccf793b54b84f8
UFC_Fight_Night-Bisping_vs_Gastelum,"November 25, 2017",Kelvin Gastelum,Michael Bisping,http://www.ufcstats.com/fighter-details/8c0580d4fff106c1,http://www.ufcstats.com/fighter-details/2b93ebd9f5417ad2,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Middleweight,"KO/TKO, Punch",1,2:30,fighter_1,http://www.ufcstats.com/fight-details/32ad75f6c8ca7e9f
